cella,rssi_cQsW,distance_cQsW,rssi_kpOU,distance_kpOU,rssi_94gJ,distance_94gJ,rssi_Cvj5,distance_Cvj5,rssi_cGTg,distance_cGTg,rssi_At5a,distance_At5a
3,-84.0,157.19529951858468,-1000,-1000,-87.0,205.9962821573771,-95.0,405.77060068384174,-92.0,316.86629158494924,-70.0,151.67494190185263
3,-84.0,157.19529951858468,-1000,-1000,-86.0,188.44010118476592,-95.0,405.77060068384174,-89.0,245.4258733233999,-69.0,135.76094359319856
3,-83.0,143.34106104323652,-1000,-1000,-86.0,188.44010118476592,-95.0,405.77060068384174,-90.0,267.49428238513224,-69.0,135.76094359319856
3,-82.0,130.5626326409025,-1000,-1000,-86.0,188.44010118476592,-94.0,373.9897750852545,-90.0,267.49428238513224,-71.0,169.18965792228965
3,-85.0,172.20147433393572,-1000,-1000,-85.0,172.20147433393572,-93.0,344.3982309398398,-92.0,316.86629158494924,-70.0,151.67494190185263
3,-84.0,157.19529951858468,-1000,-1000,-85.0,172.20147433393572,-94.0,373.9897750852545,-92.0,316.86629158494924,-69.0,135.76094359319856
3,-86.0,188.44010118476592,-1000,-1000,-87.0,205.9962821573771,-93.0,344.3982309398398,-94.0,373.9897750852545,-69.0,135.76094359319856
3,-87.0,205.9962821573771,-1000,-1000,-85.0,172.20147433393572,-94.0,373.9897750852545,-91.0,291.2706830479703,-69.0,135.76094359319856
3,-84.0,157.19529951858468,-1000,-1000,-89.0,245.4258733233999,-91.0,291.2706830479703,-90.0,267.49428238513224,-69.0,135.76094359319856
3,-83.0,143.34106104323652,-1000,-1000,-87.0,205.9962821573771,-92.0,316.86629158494924,-90.0,267.49428238513224,-68.0,121.32143643666592
3,-84.0,157.19529951858468,-1000,-1000,-87.0,205.9962821573771,-92.0,316.86629158494924,-89.0,245.4258733233999,-69.0,135.76094359319856
3,-83.0,143.34106104323652,-1000,-1000,-85.0,172.20147433393572,-92.0,316.86629158494924,-91.0,291.2706830479703,-69.0,135.76094359319856
3,-85.0,172.20147433393572,-1000,-1000,-87.0,205.9962821573771,-92.0,316.86629158494924,-92.0,316.86629158494924,-70.0,151.67494190185263
3,-84.0,157.19529951858468,-1000,-1000,-87.0,205.9962821573771,-92.0,316.86629158494924,-91.0,291.2706830479703,-69.0,135.76094359319856
3,-85.0,172.20147433393572,-1000,-1000,-86.0,188.44010118476592,-90.0,267.49428238513224,-94.0,373.9897750852545,-69.0,135.76094359319856
3,-82.0,130.5626326409025,-1000,-1000,-88.0,224.95990907027343,-90.0,267.49428238513224,-89.0,245.4258733233999,-68.0,121.32143643666592
3,-82.0,130.5626326409025,-1000,-1000,-88.0,224.95990907027343,-90.0,267.49428238513224,-92.0,316.86629158494924,-69.0,135.76094359319856
3,-84.0,157.19529951858468,-1000,-1000,-88.0,224.95990907027343,-90.0,267.49428238513224,-90.0,267.49428238513224,-69.0,135.76094359319856
3,-84.0,157.19529951858468,-1000,-1000,-86.0,188.44010118476592,-90.0,267.49428238513224,-89.0,245.4258733233999,-70.0,151.67494190185263
3,-86.0,188.44010118476592,-1000,-1000,-88.0,224.95990907027343,-95.0,405.77060068384174,-89.0,245.4258733233999,-71.0,169.18965792228965
3,-83.0,143.34106104323652,-1000,-1000,-87.0,205.9962821573771,-95.0,405.77060068384174,-92.0,316.86629158494924,-69.0,135.76094359319856
3,-83.0,143.34106104323652,-1000,-1000,-90.0,267.49428238513224,-90.0,267.49428238513224,-94.0,373.9897750852545,-70.0,151.67494190185263
4,-1000,-1000,-1000,-1000,-86.0,188.44010118476592,-76.0,72.72728275906731,-82.0,130.5626326409025,-67.0,108.23852042624587
4,-89.0,245.4258733233999,-1000,-1000,-85.0,172.20147433393572,-76.0,72.72728275906731,-84.0,157.19529951858468,-70.0,151.67494190185263
4,-92.0,316.86629158494924,-1000,-1000,-85.0,172.20147433393572,-76.0,72.72728275906731,-87.0,205.9962821573771,-67.0,108.23852042624587
4,-89.0,245.4258733233999,-1000,-1000,-83.0,143.34106104323652,-77.0,80.42696273728642,-84.0,157.19529951858468,-66.0,96.4021832656627
4,-89.0,245.4258733233999,-1000,-1000,-84.0,157.19529951858468,-77.0,80.42696273728642,-83.0,143.34106104323652,-67.0,108.23852042624587
4,-94.0,373.9897750852545,-1000,-1000,-84.0,157.19529951858468,-76.0,72.72728275906731,-84.0,157.19529951858468,-66.0,96.4021832656627
4,-90.0,267.49428238513224,-1000,-1000,-83.0,143.34106104323652,-72.0,47.97472615363984,-85.0,172.20147433393572,-65.0,85.70987866437625
4,-92.0,316.86629158494924,-1000,-1000,-86.0,188.44010118476592,-77.0,80.42696273728642,-85.0,172.20147433393572,-66.0,96.4021832656627
4,-89.0,245.4258733233999,-1000,-1000,-84.0,157.19529951858468,-79.0,97.98282444405858,-92.0,316.86629158494924,-66.0,96.4021832656627
4,-91.0,291.2706830479703,-1000,-1000,-87.0,205.9962821573771,-80.0,107.94950998807676,-90.0,267.49428238513224,-67.0,108.23852042624587
4,-89.0,245.4258733233999,-1000,-1000,-88.0,224.95990907027343,-74.0,59.232244464959585,-92.0,316.86629158494924,-65.0,85.70987866437625
4,-86.0,188.44010118476592,-1000,-1000,-84.0,157.19529951858468,-76.0,72.72728275906731,-85.0,172.20147433393572,-65.0,85.70987866437625
4,-92.0,316.86629158494924,-1000,-1000,-84.0,157.19529951858468,-80.0,107.94950998807676,-82.0,130.5626326409025,-66.0,96.4021832656627
4,-92.0,316.86629158494924,-1000,-1000,-84.0,157.19529951858468,-78.0,88.82761508564595,-84.0,157.19529951858468,-66.0,96.4021832656627
4,-92.0,316.86629158494924,-1000,-1000,-85.0,172.20147433393572,-74.0,59.232244464959585,-84.0,157.19529951858468,-66.0,96.4021832656627
4,-91.0,291.2706830479703,-1000,-1000,-83.0,143.34106104323652,-74.0,59.232244464959585,-85.0,172.20147433393572,-66.0,96.4021832656627
4,-89.0,245.4258733233999,-1000,-1000,-85.0,172.20147433393572,-78.0,88.82761508564595,-86.0,188.44010118476592,-66.0,96.4021832656627
4,-90.0,267.49428238513224,-1000,-1000,-84.0,157.19529951858468,-81.0,118.78808676203266,-84.0,157.19529951858468,-66.0,96.4021832656627
4,-94.0,373.9897750852545,-1000,-1000,-84.0,157.19529951858468,-76.0,72.72728275906731,-90.0,267.49428238513224,-66.0,96.4021832656627
4,-93.0,344.3982309398398,-1000,-1000,-84.0,157.19529951858468,-77.0,80.42696273728642,-89.0,245.4258733233999,-66.0,96.4021832656627
4,-90.0,267.49428238513224,-1000,-1000,-84.0,157.19529951858468,-79.0,97.98282444405858,-85.0,172.20147433393572,-65.0,85.70987866437625
4,-94.0,373.9897750852545,-1000,-1000,-83.0,143.34106104323652,-77.0,80.42696273728642,-90.0,267.49428238513224,-66.0,96.4021832656627
4,-94.0,373.9897750852545,-1000,-1000,-84.0,157.19529951858468,-73.0,53.345013934089906,-87.0,205.9962821573771,-66.0,96.4021832656627
4,-94.0,373.9897750852545,-1000,-1000,-84.0,157.19529951858468,-73.0,53.345013934089906,-89.0,245.4258733233999,-65.0,85.70987866437625
4,-91.0,291.2706830479703,-1000,-1000,-84.0,157.19529951858468,-78.0,88.82761508564595,-89.0,245.4258733233999,-66.0,96.4021832656627
4,-88.0,224.95990907027343,-1000,-1000,-86.0,188.44010118476592,-79.0,97.98282444405858,-85.0,172.20147433393572,-65.0,85.70987866437625
4,-89.0,245.4258733233999,-1000,-1000,-86.0,188.44010118476592,-75.0,65.67816922105449,-85.0,172.20147433393572,-66.0,96.4021832656627
4,-92.0,316.86629158494924,-1000,-1000,-85.0,172.20147433393572,-74.0,59.232244464959585,-85.0,172.20147433393572,-66.0,96.4021832656627
4,-90.0,267.49428238513224,-1000,-1000,-85.0,172.20147433393572,-77.0,80.42696273728642,-85.0,172.20147433393572,-66.0,96.4021832656627
4,-92.0,316.86629158494924,-1000,-1000,-86.0,188.44010118476592,-78.0,88.82761508564595,-82.0,130.5626326409025,-66.0,96.4021832656627
4,-93.0,344.3982309398398,-1000,-1000,-85.0,172.20147433393572,-79.0,97.98282444405858,-84.0,157.19529951858468,-66.0,96.4021832656627
4,-92.0,316.86629158494924,-1000,-1000,-85.0,172.20147433393572,-74.0,59.232244464959585,-84.0,157.19529951858468,-66.0,96.4021832656627
4,-91.0,291.2706830479703,-1000,-1000,-85.0,172.20147433393572,-79.0,97.98282444405858,-84.0,157.19529951858468,-66.0,96.4021832656627
4,-91.0,291.2706830479703,-1000,-1000,-85.0,172.20147433393572,-79.0,97.98282444405858,-83.0,143.34106104323652,-72.0,188.44010118476592
4,-85.0,172.20147433393572,-1000,-1000,-85.0,172.20147433393572,-81.0,118.78808676203266,-92.0,316.86629158494924,-67.0,108.23852042624587
4,-90.0,267.49428238513224,-1000,-1000,-87.0,205.9962821573771,-76.0,72.72728275906731,-82.0,130.5626326409025,-67.0,108.23852042624587
4,-93.0,344.3982309398398,-1000,-1000,-87.0,205.9962821573771,-81.0,118.78808676203266,-82.0,130.5626326409025,-67.0,108.23852042624587
4,-96.0,439.87704618878024,-1000,-1000,-87.0,205.9962821573771,-80.0,107.94950998807676,-83.0,143.34106104323652,-67.0,108.23852042624587
4,-88.0,224.95990907027343,-1000,-1000,-86.0,188.44010118476592,-75.0,65.67816922105449,-83.0,143.34106104323652,-66.0,96.4021832656627
4,-88.0,224.95990907027343,-1000,-1000,-87.0,205.9962821573771,-75.0,65.67816922105449,-83.0,143.34106104323652,-66.0,96.4021832656627
4,-90.0,267.49428238513224,-1000,-1000,-84.0,157.19529951858468,-78.0,88.82761508564595,-81.0,118.78808676203266,-66.0,96.4021832656627
4,-92.0,316.86629158494924,-1000,-1000,-85.0,172.20147433393572,-81.0,118.78808676203266,-80.0,107.94950998807676,-66.0,96.4021832656627
4,-94.0,373.9897750852545,-1000,-1000,-87.0,205.9962821573771,-80.0,107.94950998807676,-82.0,130.5626326409025,-66.0,96.4021832656627
4,-91.0,291.2706830479703,-1000,-1000,-85.0,172.20147433393572,-80.0,107.94950998807676,-79.0,97.98282444405858,-66.0,96.4021832656627
4,-88.0,224.95990907027343,-1000,-1000,-85.0,172.20147433393572,-76.0,72.72728275906731,-83.0,143.34106104323652,-66.0,96.4021832656627
4,-91.0,291.2706830479703,-1000,-1000,-85.0,172.20147433393572,-81.0,118.78808676203266,-86.0,188.44010118476592,-66.0,96.4021832656627
4,-91.0,291.2706830479703,-1000,-1000,-84.0,157.19529951858468,-74.0,59.232244464959585,-83.0,143.34106104323652,-67.0,108.23852042624587
4,-91.0,291.2706830479703,-1000,-1000,-85.0,172.20147433393572,-75.0,65.67816922105449,-82.0,130.5626326409025,-65.0,85.70987866437625
4,-92.0,316.86629158494924,-1000,-1000,-85.0,172.20147433393572,-82.0,130.5626326409025,-82.0,130.5626326409025,-66.0,96.4021832656627
4,-92.0,316.86629158494924,-1000,-1000,-85.0,172.20147433393572,-82.0,130.5626326409025,-82.0,130.5626326409025,-66.0,96.4021832656627
4,-92.0,316.86629158494924,-1000,-1000,-84.0,157.19529951858468,-81.0,118.78808676203266,-83.0,143.34106104323652,-66.0,96.4021832656627
4,-92.0,316.86629158494924,-1000,-1000,-86.0,188.44010118476592,-74.0,59.232244464959585,-81.0,118.78808676203266,-66.0,96.4021832656627
4,-90.0,267.49428238513224,-1000,-1000,-86.0,188.44010118476592,-77.0,80.42696273728642,-84.0,157.19529951858468,-67.0,108.23852042624587
5,-86.0,188.44010118476592,-1000,-1000,-89.0,-1000,-88.0,224.95990907027343,-80.0,-1000,-72.0,-1000
5,-84.0,157.19529951858468,-1000,-1000,-90.0,267.49428238513224,-81.0,118.78808676203266,-81.0,118.78808676203266,-72.0,188.44010118476592
5,-83.0,143.34106104323652,-1000,-1000,-89.0,245.4258733233999,-80.0,107.94950998807676,-85.0,172.20147433393572,-72.0,188.44010118476592
5,-89.0,245.4258733233999,-1000,-1000,-89.0,245.4258733233999,-86.0,188.44010118476592,-83.0,143.34106104323652,-72.0,188.44010118476592
5,-86.0,188.44010118476592,-1000,-1000,-88.0,224.95990907027343,-81.0,118.78808676203266,-81.0,118.78808676203266,-72.0,188.44010118476592
5,-84.0,157.19529951858468,-1000,-1000,-87.0,205.9962821573771,-80.0,107.94950998807676,-81.0,118.78808676203266,-73.0,209.57053861768162
5,-88.0,224.95990907027343,-1000,-1000,-88.0,224.95990907027343,-80.0,107.94950998807676,-82.0,130.5626326409025,-72.0,188.44010118476592
